"muniYear","tot_del","hom"
"20158_1995",9,4
"20158_1996",7,3
"20158_1997",12,2
"20158_1998",1,0
"20158_1999",0,0
"20158_2000",3,2
"20158_2001",6,0
"20158_2002",8,3
"20158_2003",3,1
"20158_2004",7,1
"20158_2005",11,3
"20158_2006",5,1
"20158_2007",4,1
"20158_2008",8,1
"20158_2009",5,5
"20158_2010",6,3
"20159_1994",20,4
"20159_1995",16,5
"20159_1996",20,11
"20159_1997",19,6
"20159_1998",9,8
"20159_1999",21,7
"20159_2000",4,2
"20159_2001",14,10
"20159_2002",7,2
"20159_2003",5,4
"20159_2004",16,3
"20159_2005",20,4
"20159_2006",6,2
"20159_2007",10,3
"20159_2008",3,0
"20159_2009",11,2
"20159_2010",164,1
"20160_1994",13,0.5
"20160_1995",5,0
"20160_1996",13,1
"20160_1997",8,1
"20160_1998",36,0
"20160_1999",7,0
"20160_2000",5,0
"20160_2001",5,1
"20160_2002",5,1
"20160_2003",24,1
"20160_2004",14,0
"20160_2005",11,1
"20160_2006",15,2
"20160_2007",8,0
"20160_2008",3,0
"20160_2009",0,0
"20160_2010",0,0
"20161_1994",28,0.5
"20161_1995",4,1
"20161_1996",28,6
"20161_1997",7,0
"20161_1998",0,0
"20161_1999",0,0
"20161_2000",33,2
"20161_2001",31,6
"20161_2002",29,3
"20161_2003",17,2
"20161_2004",19,3
"20161_2005",25,1
"20161_2006",9,0
"20161_2007",25,2
"20161_2008",21,1
"20161_2009",10,0
"20161_2010",16,0
"20162_1994",9,0
"20162_1995",3,0
"20162_1996",9,1
"20162_1997",1,0
"20162_1998",1,0
"20162_1999",1,0
"20162_2000",9,0
"20162_2001",7,2
"20162_2002",9,2
"20162_2003",3,1
"20162_2004",12,0
"20162_2005",1,0
"20162_2006",2,0
"20162_2007",2,0
"20162_2008",5,0
"20162_2009",98,0
"20162_2010",4,0
"20163_1994",11,0.5
"20163_1995",8,1
"20163_1996",11,0
"20163_1997",2,0
"20163_1998",0,0
"20163_1999",1,0
"20163_2000",6,0
"20163_2001",5,1
"20163_2002",12,2
"20163_2003",12,4
"20163_2004",18,2
"20163_2005",11,1
"20163_2006",12,0
"20163_2007",6,2
"20163_2008",15,0
"20163_2009",7,2
"20163_2010",1,1
"20164_1994",3,0.5
"20164_1995",3,0
"20164_1996",3,0
"20164_1997",5,0
"20164_1998",36,0
"20164_1999",9,0
"20164_2000",4,0
"20164_2001",2,0
"20164_2002",4,1
"20164_2003",14,1
"20164_2004",10,2
"20164_2005",8,1
"20164_2006",10,0
"20164_2007",3,0
"20164_2008",1,1
"20164_2009",0,0
"20164_2010",0,0
"20165_1994",7,0.5
"20165_1995",2,1
"20165_1996",7,2
"20165_1997",4,0
"20165_1998",10,0
"20165_1999",0,0
"20165_2000",12,0
"20165_2001",3,0
"20165_2002",5,3
"20165_2003",8,1
"20165_2004",2,0
"20165_2005",19,3
"20165_2006",9,1
"20165_2007",2,0
"20165_2008",0,0
"20165_2009",3,0
"20165_2010",0,0
"20166_1994",37,1.5
"20166_1995",47,3
"20166_1996",37,3
"20166_1997",26,3
"20166_1998",19,2
"20166_1999",0,0
"20166_2000",30,1
"20166_2001",33,2
"20166_2002",27,6
"20166_2003",25,1
"20166_2004",48,2
"20166_2005",26,1
"20166_2006",25,1
"20166_2007",33,2
"20166_2008",32,0
"20166_2009",135,0
"20166_2010",31,3
"20167_1994",4,1.5
"20167_1995",5,0
"20167_1996",4,0
"20167_1997",4,0
"20167_1998",6,1
"20167_1999",10,1
"20167_2000",1,0
"20167_2001",7,3
"20167_2002",1,0
"20167_2003",7,0
"20167_2004",11,0
"20167_2005",11,1
"20167_2006",4,0
"20167_2007",11,1
"20167_2008",4,0
"20167_2009",5,1
"20167_2010",0,0
"20168_1994",13,1
"20168_1995",11,2
"20168_1996",13,0
"20168_1997",4,0
"20168_1998",0,0
"20168_1999",0,0
"20168_2000",5,1
"20168_2001",1,1
"20168_2002",3,1
"20168_2003",4,0
"20168_2004",5,0
"20168_2005",3,1
"20168_2006",8,0
"20168_2007",2,0
"20168_2008",1,0
"20168_2009",5,0
"20168_2010",0,0
"20169_1994",31,0.5
"20169_1995",22,1
"20169_1996",31,4
"20169_1997",16,1
"20169_1998",4,0
"20169_1999",0,0
"20169_2000",3,1
"20169_2001",6,2
"20169_2002",21,7
"20169_2003",1,0
"20169_2004",15,5
"20169_2005",9,3
"20169_2006",10,0
"20169_2007",8,0
"20169_2008",3,0
"20169_2009",0,0
"20169_2010",44,0
"20170_1994",9,0.5
"20170_1995",6,1
"20170_1996",9,2
"20170_1997",2,0
"20170_1998",1,1
"20170_1999",10,1
"20170_2000",5,0
"20170_2001",10,4
"20170_2002",4,1
"20170_2003",5,2
"20170_2004",3,1
"20170_2005",3,1
"20170_2006",6,0
"20170_2007",6,1
"20170_2008",8,2
"20170_2009",2,0
"20170_2010",6,2
"20171_1994",76,6
"20171_1995",40,10
"20171_1996",76,8
"20171_1997",21,0
"20171_1998",6,0
"20171_1999",8,3
"20171_2000",36,6
"20171_2001",72,17
"20171_2002",38,8
"20171_2003",50,10
"20171_2004",45,9
"20171_2005",84,15
"20171_2006",15,2
"20171_2007",36,8
"20171_2008",12,0
"20171_2009",25,1
"20171_2010",1,0
"20172_1994",12,0
"20172_1995",4,0
"20172_1996",12,0
"20172_1997",0,0
"20172_1998",0,0
"20172_1999",0,0
"20172_2000",4,0
"20172_2001",3,1
"20172_2002",9,4
"20172_2003",3,1
"20172_2004",3,2
"20172_2005",3,1.5
"20172_2006",3,1
"20172_2007",1,0
"20172_2008",1,1
"20172_2009",0,0
"20172_2010",0,0
"20173_1994",8,0
"20173_1995",4,0
"20173_1996",8,0
"20173_1997",0,0
"20173_1998",17,2
"20173_1999",15,0
"20173_2000",13.5,0
"20173_2001",12,0
"20173_2002",13,2
"20173_2003",13,1
"20173_2004",13,1.33333333333333
"20173_2005",9.75,1
"20173_2006",3.25,0.25
"20173_2007",0,0
"20173_2008",0,0
"20173_2009",0,0
"20173_2010",0,0
"20174_1994",15,0.5
"20174_1995",11,1
"20174_1996",20,1
"20174_1997",16,0
"20174_1998",6,2
"20174_1999",0,0
"20174_2000",31,1
"20174_2001",35,1
"20174_2002",16,3
"20174_2003",20,0
"20174_2004",34,2
"20174_2005",9,0
"20174_2006",32,1
"20174_2007",14,0
"20174_2008",10,0
"20174_2009",43,0
"20174_2010",125,0
"20175_1994",4,0
"20175_1995",1,0
"20175_1996",4,0
"20175_1997",3,0
"20175_1998",0,0
"20175_1999",0,0
"20175_2000",12,1
"20175_2001",2,0
"20175_2002",5,0
"20175_2003",4,1
"20175_2004",11,1
"20175_2005",12,0.5
"20175_2006",13,0
"20175_2007",2,0
"20175_2008",16,1
"20175_2009",22,0
"20175_2010",4,0
"20176_1994",41,4.5
"20176_1995",74,9
"20176_1996",41,3
"20176_1997",44,6
"20176_1998",1,0
"20176_1999",4,3
"20176_2000",50,5
"20176_2001",37,4
"20176_2002",28,3
"20176_2003",55,2
"20176_2004",52,6
"20176_2005",78,6
"20176_2006",77,5
"20176_2007",46,2
"20176_2008",46,2
"20176_2009",8,0
"20176_2010",28,0
"20177_1994",171,5.5
"20177_1995",259,11
"20177_1996",171,18
"20177_1997",3,0
"20177_1998",2,0
"20177_1999",6,0
"20177_2000",215,13
"20177_2001",108,15
"20177_2002",134,10
"20177_2003",196,23
"20177_2004",160,11
"20177_2005",118,7
"20177_2006",142,9
"20177_2007",114,11
"20177_2008",179,11
"20177_2009",219,8
"20177_2010",112,3
"20178_1994",59,2
"20178_1995",46,1
"20178_1996",59,6
"20178_1997",30,0
"20178_1998",2,0
"20178_1999",1,0
"20178_2000",25,1
"20178_2001",23,1
"20178_2002",24,2
"20178_2003",38,3
"20178_2004",54,2
"20178_2005",42,2
"20178_2006",43,1
"20178_2007",39,3
"20178_2008",63,0
"20178_2009",79,4
"20178_2010",62,4
"20179_1994",6,2
"20179_1995",2,0
"20179_1996",6,2
"20179_1997",0,0
"20179_1998",0,0
"20179_1999",0,0
"20179_2000",11,2
"20179_2001",9,2
"20179_2002",9,0
"20179_2003",3,1
"20179_2004",3,1
"20179_2005",9,3
"20179_2006",9,0
"20179_2007",6,0
"20179_2008",1,0
"20179_2009",3,0
"20179_2010",13,0
"20180_1994",11,0.5
"20180_1995",11,1
"20180_1996",11,1
"20180_1997",2,1
"20180_1998",0,0
"20180_1999",0,0
"20180_2000",13,3
"20180_2001",6,1
"20180_2002",4,0
"20180_2003",8,2
"20180_2004",9,3
"20180_2005",9,0
"20180_2006",10,2
"20180_2007",9,0
"20180_2008",12,2
"20180_2009",15,1
"20180_2010",0,0
"20181_1994",0,0.5
"20181_1995",3,1
"20181_1996",0,0
"20181_1997",0,0
"20181_1998",0,0
"20181_1999",0,0
"20181_2000",3,0
"20181_2001",3,0
"20181_2002",3,1
"20181_2003",1,1
"20181_2004",4,1
"20181_2005",3,0.5
"20181_2006",2,0
"20181_2007",1.5,0.5
"20181_2008",1,1
"20181_2009",0,0
"20181_2010",0,0
"20182_1994",9,0.5
"20182_1995",10,1
"20182_1996",9,0
"20182_1997",0,0
"20182_1998",195,0
"20182_1999",0,0
"20182_2000",1,0
"20182_2001",1,0
"20182_2002",1,0
"20182_2003",4,0
"20182_2004",4,0
"20182_2005",6,3
"20182_2006",3,0
"20182_2007",2,0
"20182_2008",8,1
"20182_2009",0,0
"20182_2010",6,0
"20183_1994",3,0
"20183_1995",0,0
"20183_1996",3,0
"20183_1997",0,0
"20183_1998",0,0
"20183_1999",0,0
"20183_2000",0.25,0
"20183_2001",1,0
"20183_2002",1,0
"20183_2003",2,0
"20183_2004",2.5,0.5
"20183_2005",3,1
"20183_2006",2,0.5
"20183_2007",1,0
"20183_2008",0,0
"20183_2009",0,0
"20183_2010",0,0
"20184_1994",2621,59
"20184_1995",2306,118
"20184_1996",2622,146
"20184_1997",5181,351
"20184_1998",3265,150
"20184_1999",2914,162
"20184_2000",2111,78
"20184_2001",2724,134
"20184_2002",3221,148
"20184_2003",2854,158
"20184_2004",4059,104
"20184_2005",4222,155
"20184_2006",3538,103
"20184_2007",3140,84
"20184_2008",2693,89
"20184_2009",2951,37
"20184_2010",2313,47
"20185_1994",75,25.5
"20185_1995",97,4
"20185_1996",76,19
"20185_1997",151,13
"20185_1998",26,0
"20185_1999",90,11
"20185_2000",64,10
"20185_2001",60,3
"20185_2002",83,5
"20185_2003",51,4
"20185_2004",80,6
"20185_2005",71,6
"20185_2006",67,3
"20185_2007",74,6
"20185_2008",67,4
"20185_2009",98,2
"20185_2010",59,4
"20186_1994",0,2
"20186_1995",0,0
"20186_1996",0,0
"20186_1997",4,1
"20186_1998",0,0
"20186_1999",0,0
"20186_2000",0.5,0.5
"20186_2001",1,1
"20186_2002",2,0
"20186_2003",6,2
"20186_2004",2,1
"20186_2005",2.5,1
"20186_2006",3,1
"20186_2007",1,0
"20186_2008",1,1
"20186_2009",0,0
"20186_2010",0,0
"20187_1994",8,0.5
"20187_1995",7,1
"20187_1996",8,2
"20187_1997",775,43
"20187_1998",5,1
"20187_1999",1,0
"20187_2000",12,2
"20187_2001",7.5,1
"20187_2002",3,0
"20187_2003",4,1
"20187_2004",7,0
"20187_2005",8,2
"20187_2006",6,0
"20187_2007",8,1
"20187_2008",3,1
"20187_2009",4,1
"20187_2010",0,0
"20188_1994",4,1.5
"20188_1995",10,3
"20188_1996",4,1
"20188_1997",5,3
"20188_1998",0,0
"20188_1999",0,0
"20188_2000",16,2
"20188_2001",17,1
"20188_2002",30,3
"20188_2003",22,2
"20188_2004",7,1
"20188_2005",14,4
"20188_2006",11,0
"20188_2007",19,2
"20188_2008",8,1
"20188_2009",13,1
"20188_2010",0,0
"20189_1994",9,0.5
"20189_1995",15,1
"20189_1996",9,2
"20189_1997",11,0
"20189_1998",1,0
"20189_1999",0,0
"20189_2000",6,2
"20189_2001",1,0
"20189_2002",7,2
"20189_2003",2,1
"20189_2004",6,2
"20189_2005",8,1
"20189_2006",5,1
"20189_2007",4,1
"20189_2008",7,1
"20189_2009",5,0
"20189_2010",0,0
"20190_1994",137,10
"20190_1995",141,20
"20190_1996",137,13
"20190_1997",212,14
"20190_1998",56,5
"20190_1999",437,58
"20190_2000",159,16
"20190_2001",133,13
"20190_2002",107,16
"20190_2003",105,16
"20190_2004",153,11
"20190_2005",112,10
"20190_2006",132,13
"20190_2007",53,4
"20190_2008",15,2
"20190_2009",268,5
"20190_2010",138,4
"20191_1994",2,2
"20191_1995",1,0
"20191_1996",2,0
"20191_1997",7,1
"20191_1998",6,0
"20191_1999",0,0
"20191_2000",2,0
"20191_2001",4,0
"20191_2002",3,0
"20191_2003",2,0
"20191_2004",4,1
"20191_2005",5,0
"20191_2006",1,1
"20191_2007",4,2
"20191_2008",4,0
"20191_2009",4,0
"20191_2010",2,0
"20192_1994",8,0
"20192_1995",8,0
"20192_1996",8,0
"20192_1997",24,1
"20192_1998",14,0
"20192_1999",6,0
"20192_2000",10,1
"20192_2001",7,1
"20192_2002",8,2
"20192_2003",7,0
"20192_2004",20,1
"20192_2005",3,2
"20192_2006",12,3
"20192_2007",7,0
"20192_2008",17,0
"20192_2009",8,1
"20192_2010",8,0
"20193_1994",34,1
"20193_1995",33,2
"20193_1996",34,2
"20193_1997",2,0
"20193_1998",1,0
"20193_1999",2,0
"20193_2000",10,0
"20193_2001",22,1
"20193_2002",20,1
"20193_2003",20,3
"20193_2004",33,2
"20193_2005",19,4
"20193_2006",25,0
"20193_2007",13,3
"20193_2008",16,1
"20193_2009",36,2
"20193_2010",21,3
"20194_1994",7,3.5
"20194_1995",17,4
"20194_1996",7,2
"20194_1997",0,0
"20194_1998",3,0
"20194_1999",4,0
"20194_2000",4,0
"20194_2001",23,1
"20194_2002",2,1
"20194_2003",4,2
"20194_2004",15,1
"20194_2005",8,2
"20194_2006",13,2
"20194_2007",10,0
"20194_2008",0,0
"20194_2009",9,0
"20194_2010",1,1
"20195_1994",7,0.5
"20195_1995",11,0
"20195_1996",7,0
"20195_1997",0,0
"20195_1998",0,0
"20195_1999",0,0
"20195_2000",0.5,0
"20195_2001",1,0
"20195_2002",9,0
"20195_2003",7,0
"20195_2004",8,2
"20195_2005",12,2
"20195_2006",7,1
"20195_2007",5,0
"20195_2008",0,0
"20195_2009",0,0
"20195_2010",0,0
"20196_1994",1,0
"20196_1995",0,0
"20196_1996",1,0
"20196_1997",0,0
"20196_1998",0,0
"20196_1999",0,0
"20196_2000",0.5,0
"20196_2001",1.25,0
"20196_2002",2,0
"20196_2003",1,0
"20196_2004",1,0
"20196_2005",1,0
"20196_2006",2,0
"20196_2007",4,0
"20196_2008",1,0
"20196_2009",5,0
"20196_2010",1,1
"20197_1994",25,1
"20197_1995",22,1
"20197_1996",25,4
"20197_1997",20,1
"20197_1998",6,0
"20197_1999",12,1
"20197_2000",27,2
"20197_2001",19,3
"20197_2002",19,1
"20197_2003",19,1
"20197_2004",12,5
"20197_2005",42,1
"20197_2006",22,2
"20197_2007",22,0
"20197_2008",9,1
"20197_2009",12,1
"20197_2010",13,0
"20198_1994",193,7.5
"20198_1995",233,15
"20198_1996",214,23
"20198_1997",217,21
"20198_1998",3,0
"20198_1999",32,4
"20198_2000",183,23
"20198_2001",193,26
"20198_2002",136,15
"20198_2003",82,10
"20198_2004",127,14
"20198_2005",130,13
"20198_2006",175,9
"20198_2007",127,11
"20198_2008",12,1
"20198_2009",4,0
"20198_2010",21,0
"20199_1994",3,0
"20199_1995",8,0
"20199_1996",3,1
"20199_1997",0,0
"20199_1998",0,0
"20199_1999",0,0
"20199_2000",4,1
"20199_2001",6,1
"20199_2002",4.5,1.5
"20199_2003",3,2
"20199_2004",2,2
"20199_2005",3.5,1
"20199_2006",5,0
"20199_2007",2,0
"20199_2008",1,0
"20199_2009",0,0
"20199_2010",0,0
"20200_1994",6,1.5
"20200_1995",10,3
"20200_1996",6,0
"20200_1997",16,0
"20200_1998",31,2
"20200_1999",14,4
"20200_2000",30,1
"20200_2001",4,1
"20200_2002",4,1
"20200_2003",7,0
"20200_2004",23,3
"20200_2005",23,5
"20200_2006",15,2
"20200_2007",6,1
"20200_2008",13,3
"20200_2009",26,1
"20200_2010",26,0
"20201_1994",1,0
"20201_1995",5,0
"20201_1996",3,0
"20201_1997",9,1
"20201_1998",10,0
"20201_1999",7,0
"20201_2000",6,0
"20201_2001",5,1
"20201_2002",1,0
"20201_2003",3,0
"20201_2004",5,0
"20201_2005",3,0
"20201_2006",2.75,0
"20201_2007",0.75,0
"20201_2008",0,0
"20201_2009",0,0
"20201_2010",2,0
"20202_1994",11,2
"20202_1995",17,4
"20202_1996",11,2
"20202_1997",6,0
"20202_1998",0,0
"20202_1999",0,0
"20202_2000",14,1
"20202_2001",10,2
"20202_2002",18,0
"20202_2003",17,1
"20202_2004",16,0
"20202_2005",19,3
"20202_2006",8,1
"20202_2007",4,0
"20202_2008",2,1
"20202_2009",4,0
"20202_2010",13,1
"20203_1994",8,3
"20203_1995",5,5
"20203_1996",8,3
"20203_1997",2,0
"20203_1998",5,2
"20203_1999",3,2
"20203_2000",2,1
"20203_2001",4,0
"20203_2002",6,2
"20203_2003",3,1
"20203_2004",8,1
"20203_2005",5,0
"20203_2006",4,3
"20203_2007",4,2
"20203_2008",5,4
"20203_2009",3,1
"20203_2010",0,0
"20204_1994",4,1.5
"20204_1995",12,3
"20204_1996",4,0
"20204_1997",14,2
"20204_1998",7,0
"20204_1999",4,0
"20204_2000",2,0
"20204_2001",4,0
"20204_2002",5,0
"20204_2003",6,0
"20204_2004",4,0
"20204_2005",5,0
"20204_2006",5,0
"20204_2007",4,2
"20204_2008",14,2
"20204_2009",4,0
"20204_2010",2,0
"20205_1994",75,5.5
"20205_1995",74,11
"20205_1996",75,10
"20205_1997",47,7
"20205_1998",258,1
"20205_1999",0,0
"20205_2000",53,4
"20205_2001",37,8
"20205_2002",48,5
"20205_2003",50,4
"20205_2004",60,7
"20205_2005",41,3
"20205_2006",60,0
"20205_2007",26,3
"20205_2008",5,0
"20205_2009",173,2
"20205_2010",33,4
"20206_1994",3,3
"20206_1995",23,2
"20206_1996",3,0
"20206_1997",3,0
"20206_1998",3,0
"20206_1999",2,0
"20206_2000",31,4
"20206_2001",14,1
"20206_2002",1,0
"20206_2003",5,2
"20206_2004",19,2
"20206_2005",10,2
"20206_2006",15,0
"20206_2007",4,1
"20206_2008",1,0
"20206_2009",6,0
"20206_2010",75,0
"20207_1994",58,6.5
"20207_1995",67,13
"20207_1996",61,6
"20207_1997",49,10
"20207_1998",27,3
"20207_1999",3,0
"20207_2000",38,1
"20207_2001",43,11
"20207_2002",31,3
"20207_2003",32,3
"20207_2004",91,9
"20207_2005",94,14
"20207_2006",49,3
"20207_2007",20,4
"20207_2008",0,0
"20207_2009",31,6
"20207_2010",68,3
"20208_1994",75,4.5
"20208_1995",23,6
"20208_1996",75,9
"20208_1997",30,5
"20208_1998",25,0
"20208_1999",8,0
"20208_2000",46,3
"20208_2001",24,7
"20208_2002",38,9
"20208_2003",27,3
"20208_2004",56,8
"20208_2005",38,11
"20208_2006",32,1
"20208_2007",42,4
"20208_2008",31,2
"20208_2009",23,0
"20208_2010",14,0
"20209_1994",4,0
"20209_1995",0,0
"20209_1996",4,0
"20209_1997",0,0
"20209_1998",0,0
"20209_1999",0,0
"20209_2000",1,0
"20209_2001",5,1
"20209_2002",3.25,0.5
"20209_2003",3,0.333333333333333
"20209_2004",2,0
"20209_2005",1.33333333333333,0
"20209_2006",0.5,0
"20209_2007",0,0
"20209_2008",0,0
"20209_2009",0,0
"20209_2010",0,0
"20210_1994",14,0
"20210_1995",14,0
"20210_1996",14,0
"20210_1997",8,1
"20210_1998",1,0
"20210_1999",0,0
"20210_2000",17,3
"20210_2001",28,6
"20210_2002",10,0
"20210_2003",16,6
"20210_2004",18,5
"20210_2005",12,2
"20210_2006",5,1
"20210_2007",13,3
"20210_2008",12,2
"20210_2009",0,0
"20210_2010",1,0
"20211_1994",20,1
"20211_1995",4,2
"20211_1996",20,3
"20211_1997",12,8
"20211_1998",40,14
"20211_1999",16,1
"20211_2000",6,2
"20211_2001",5,1
"20211_2002",4,1
"20211_2003",4,2
"20211_2004",7,2
"20211_2005",4,3
"20211_2006",2,2
"20211_2007",7,6
"20211_2008",0,0
"20211_2009",2,2
"20211_2010",3,3
"20212_1994",1,3
"20212_1995",4,3
"20212_1996",1,1
"20212_1997",1,0
"20212_1998",1,1
"20212_1999",0,0
"20212_2000",1,0.5
"20212_2001",2,1
"20212_2002",1,0
"20212_2003",1,0
"20212_2004",5,4
"20212_2005",6,1
"20212_2006",6,1
"20212_2007",3,2
"20212_2008",8,3
"20212_2009",6,0
"20212_2010",6,0
"20213_1994",15,4
"20213_1995",20,8
"20213_1996",15,3
"20213_1997",0,0
"20213_1998",0,0
"20213_1999",0,0
"20213_2000",10,2
"20213_2001",5,1
"20213_2002",5,2
"20213_2003",1,1
"20213_2004",7,3
"20213_2005",5,1
"20213_2006",9,4
"20213_2007",12,2
"20213_2008",2,1
"20213_2009",0,0
"20213_2010",3,0
"20214_1994",3,0
"20214_1995",4,0
"20214_1996",3,0
"20214_1997",10,0
"20214_1998",86,10
"20214_1999",7,1
"20214_2000",5,0
"20214_2001",38,3
"20214_2002",13,1
"20214_2003",9,1
"20214_2004",12,0
"20214_2005",15,2
"20214_2006",1,0
"20214_2007",4,1
"20214_2008",0,0
"20214_2009",6,1
"20214_2010",4,3
"20215_1994",1,1.5
"20215_1995",3,0
"20215_1996",1,1
"20215_1997",6,0
"20215_1998",0,0
"20215_1999",0,0
"20215_2000",3,0
"20215_2001",2,0
"20215_2002",5,0
"20215_2003",8,0
"20215_2004",7,1
"20215_2005",5.5,1
"20215_2006",4,1
"20215_2007",1,0
"20215_2008",1,0
"20215_2009",0,0
"20215_2010",0,0
"20216_1994",1,0
"20216_1995",1,0
"20216_1996",1,0
"20216_1997",1,0
"20216_1998",0,0
"20216_1999",0,0
"20216_2000",1,0
"20216_2001",3,1
"20216_2002",3,0
"20216_2003",1,0
"20216_2004",1,0
"20216_2005",1,1
"20216_2006",1,0
"20216_2007",1,0
"20216_2008",1,0
"20216_2009",6,0
"20216_2010",4,0
"20217_1994",13,2.5
"20217_1995",17,5
"20217_1996",13,0
"20217_1997",1,0
"20217_1998",2,0
"20217_1999",1,0
"20217_2000",7,0
"20217_2001",13,3
"20217_2002",17,2
"20217_2003",8,1
"20217_2004",13,2
"20217_2005",24,3
"20217_2006",12,0
"20217_2007",14,0
"20217_2008",10,3
"20217_2009",0,0
"20217_2010",0,0
"20218_1994",1,0
"20218_1995",0,0
"20218_1996",1,1
"20218_1997",1,0
"20218_1998",0,0
"20218_1999",0,0
"20218_2000",3,0
"20218_2001",6,0
"20218_2002",5,1
"20218_2003",1,1
"20218_2004",3,1
"20218_2005",3,2
"20218_2006",3,0
"20218_2007",2,0
"20218_2008",2,1
"20218_2009",0,0
"20218_2010",0,0
"20219_1994",16,2
"20219_1995",50,4
"20219_1996",16,2
"20219_1997",49,0
"20219_1998",122,4
"20219_1999",51,3
"20219_2000",28,3
"20219_2001",33,1
"20219_2002",12,1
"20219_2003",11,0
"20219_2004",28,4
"20219_2005",17,0
"20219_2006",26,0
"20219_2007",19,0
"20219_2008",14,1
"20219_2009",24,1
"20219_2010",5,1
"20220_1994",16,2
"20220_1995",39,3
"20220_1996",16,1
"20220_1997",3,1
"20220_1998",4,0
"20220_1999",1,0
"20220_2000",9,1
"20220_2001",4,1
"20220_2002",5,0
"20220_2003",4,0
"20220_2004",16,0
"20220_2005",18,3
"20220_2006",6,1
"20220_2007",5,3
"20220_2008",5,0
"20220_2009",11,5
"20220_2010",0,0
"20221_1994",40,0.5
"20221_1995",8,1
"20221_1996",40,5
"20221_1997",15,0
"20221_1998",19,3
"20221_1999",48,5
"20221_2000",54,8
"20221_2001",37,3
"20221_2002",20,2
"20221_2003",26,4
"20221_2004",24,1
"20221_2005",4,0
"20221_2006",6,0
"20221_2007",5,3
"20221_2008",5,0
"20221_2009",0,0
"20221_2010",0,0
"20222_1994",3,0
"20222_1995",4,0
"20222_1996",3,0
"20222_1997",19,2
"20222_1998",24,1
"20222_1999",10,0
"20222_2000",14,1
"20222_2001",3,2
"20222_2002",6,1.5
"20222_2003",9,1
"20222_2004",17,2
"20222_2005",9,0
"20222_2006",3,1
"20222_2007",9,1
"20222_2008",2,0
"20222_2009",8,0
"20222_2010",0,0
"20223_1994",0,0
"20223_1995",2,0
"20223_1996",0,0
"20223_1997",3,1
"20223_1998",0,0
"20223_1999",0,0
"20223_2000",1,0
"20223_2001",2,0
"20223_2002",9,0
"20223_2003",2,0
"20223_2004",2.5,0
"20223_2005",3,0
"20223_2006",8.5,0
"20223_2007",14,0
"20223_2008",14,0
"20223_2009",0,0
"20223_2010",0,0
"20224_1994",2,1
"20224_1995",19,2
"20224_1996",2,1
"20224_1997",0,0
"20224_1998",0,0
"20224_1999",0,0
"20224_2000",0.5,0
"20224_2001",1,0
"20224_2002",4,0
"20224_2003",7,0
"20224_2004",2,0
"20224_2005",7,0
"20224_2006",1,0
"20224_2007",10,0
"20224_2008",7,1
"20224_2009",0,0
"20224_2010",0,0
"20225_1994",9,1
"20225_1995",10,2
"20225_1996",9,2
"20225_1997",2,0
"20225_1998",0,0
"20225_1999",0,0
"20225_2000",7,4
"20225_2001",13,5
"20225_2002",5,2
"20225_2003",13,4
"20225_2004",11,1
"20225_2005",13,1
"20225_2006",18,2
"20225_2007",12,3
"20225_2008",2,0
"20225_2009",60,3
"20225_2010",39,4
"20226_1994",9,3
"20226_1995",12,2
"20226_1996",6,0
"20226_1997",47,2
"20226_1998",18,3
"20226_1999",0,0
"20226_2000",8,1
"20226_2001",4,1
"20226_2002",15,1
"20226_2003",8,1
"20226_2004",30,1
"20226_2005",24,1
"20226_2006",15,0
"20226_2007",22,2
"20226_2008",9,0
"20226_2009",3,2
"20226_2010",9,0
"20227_1994",77,0
"20227_1995",54,0
"20227_1996",77,10
"20227_1997",91,0
"20227_1998",3,0
"20227_1999",8,0
"20227_2000",78,5
"20227_2001",98,5
"20227_2002",115,0
"20227_2003",105,6
"20227_2004",159,12
"20227_2005",96,6
"20227_2006",129,3
"20227_2007",152,8
"20227_2008",107,6
"20227_2009",338,4
"20227_2010",197,3
"20228_1994",5,1.5
"20228_1995",0,0
"20228_1996",5,1
"20228_1997",0,0
"20228_1998",0,0
"20228_1999",0,0
"20228_2000",3.5,0
"20228_2001",7,0
"20228_2002",5,0
"20228_2003",3,0
"20228_2004",1,0
"20228_2005",1,0
"20228_2006",1,0
"20228_2007",0.5,0
"20228_2008",0,0
"20228_2009",6,0
"20228_2010",0,0
"20229_1994",4,2.5
"20229_1995",9,5
"20229_1996",4,1
"20229_1997",13,6
"20229_1998",2,0
"20229_1999",1,0
"20229_2000",18,5
"20229_2001",2,1
"20229_2002",22,7
"20229_2003",9,2
"20229_2004",25,14
"20229_2005",10,2
"20229_2006",19,3
"20229_2007",11,1
"20229_2008",15,10
"20229_2009",12,3
"20229_2010",13,3
"20230_1994",2,1.5
"20230_1995",6,0
"20230_1996",2,0
"20230_1997",6,1
"20230_1998",0,0
"20230_1999",2,0
"20230_2000",8,0
"20230_2001",3,0
"20230_2002",2,0
"20230_2003",5,0
"20230_2004",6,1
"20230_2005",7,2
"20230_2006",5.66666666666667,1.33333333333333
"20230_2007",3.25,0.5
"20230_2008",3,0
"20230_2009",0,0
"20230_2010",0,0
"20231_1994",2,1.5
"20231_1995",4,3
"20231_1996",2,2
"20231_1997",0,0
"20231_1998",0,0
"20231_1999",27,6
"20231_2000",3,0
"20231_2001",1,0
"20231_2002",2,0
"20231_2003",4,0
"20231_2004",7,2
"20231_2005",3,0
"20231_2006",1,0
"20231_2007",2,1
